VALOR;VIGENCIADESDE;VIGENCIAHASTA
2,851.74;16/02/2018;16/02/2018
2,853.16;17/02/2018;20/02/2018
2,862.01;21/02/2018;21/02/2018
2,877.94;22/02/2018;22/02/2018
2,877.04;23/02/2018;23/02/2018
2,849.59;24/02/2018;26/02/2018
2,849.91;27/02/2018;27/02/2018
2,855.93;28/02/2018;28/02/2018
2,867.94;01/03/2018;01/03/2018
2,879.05;02/03/2018;02/03/2018
2,879.15;03/03/2018;05/03/2018
2,859.09;06/03/2018;06/03/2018
2,845.05;07/03/2018;07/03/2018
2,858.88;08/03/2018;08/03/2018
2,871.36;09/03/2018;09/03/2018
2,866.93;10/03/2018;12/03/2018
2,851.84;13/03/2018;13/03/2018
2,848.38;14/03/2018;14/03/2018
2,845.76;15/03/2018;15/03/2018
2,850.04;16/03/2018;16/03/2018
2,852.48;17/03/2018;20/03/2018
2,866.92;21/03/2018;21/03/2018
2,850.69;22/03/2018;22/03/2018
2,857.88;23/03/2018;23/03/2018
2,849.01;24/03/2018;26/03/2018
2,816.33;27/03/2018;27/03/2018
2,780.04;28/03/2018;28/03/2018
2,780.47;29/03/2018;02/04/2018
2,792.96;03/04/2018;03/04/2018
2,778.27;04/04/2018;04/04/2018
2,791.57;05/04/2018;05/04/2018
2,787.36;06/04/2018;06/04/2018
2,791.88;07/04/2018;09/04/2018
2,781.95;10/04/2018;10/04/2018
2,767.82;11/04/2018;11/04/2018
2,733.24;12/04/2018;12/04/2018
2,710.03;13/04/2018;13/04/2018
2,705.34;14/04/2018;16/04/2018
2,726.47;17/04/2018;17/04/2018
2,725.66;18/04/2018;18/04/2018
2,705.64;19/04/2018;19/04/2018
2,724.47;20/04/2018;20/04/2018
2,757.96;21/04/2018;23/04/2018
2,799.45;24/04/2018;24/04/2018
2,785.22;25/04/2018;25/04/2018
2,820.29;26/04/2018;26/04/2018
2,812.83;27/04/2018;27/04/2018
2,806.28;28/04/2018;30/04/2018
2,809.92;01/05/2018;02/05/2018
2,831.99;03/05/2018;03/05/2018
2,857.85;04/05/2018;04/05/2018
2,843.41;05/05/2018;07/05/2018
2,817.20;08/05/2018;08/05/2018
2,866.00;09/05/2018;09/05/2018
2,859.51;10/05/2018;10/05/2018
2,822.37;11/05/2018;11/05/2018
2,824.05;12/05/2018;15/05/2018
2,889.87;16/05/2018;16/05/2018
2,865.37;17/05/2018;17/05/2018
2,886.23;18/05/2018;18/05/2018
2,925.67;19/05/2018;21/05/2018
2,897.37;22/05/2018;22/05/2018
2,851.42;23/05/2018;23/05/2018
2,863.24;24/05/2018;24/05/2018
2,863.12;25/05/2018;25/05/2018
2,887.16;26/05/2018;29/05/2018
2,893.82;30/05/2018;30/05/2018
2,879.32;31/05/2018;31/05/2018
2,889.32;01/06/2018;01/06/2018
2,868.22;02/06/2018;05/06/2018
2,865.37;06/06/2018;06/06/2018
2,828.42;07/06/2018;07/06/2018
2,835.78;08/06/2018;08/06/2018
2,855.80;09/06/2018;12/06/2018
2,857.11;13/06/2018;13/06/2018
2,859.17;14/06/2018;14/06/2018
2,859.78;15/06/2018;15/06/2018
2,890.06;16/06/2018;18/06/2018
2,919.14;19/06/2018;19/06/2018
2,931.78;20/06/2018;20/06/2018
2,916.49;21/06/2018;21/06/2018
2,944.82;22/06/2018;22/06/2018
2,918.22;23/06/2018;25/06/2018
2,927.67;26/06/2018;26/06/2018
2,924.10;27/06/2018;27/06/2018
2,934.91;28/06/2018;28/06/2018
2,945.09;29/06/2018;29/06/2018
2,930.80;30/06/2018;03/07/2018
2,909.83;04/07/2018;05/07/2018
2,885.53;06/07/2018;06/07/2018
2,867.94;07/07/2018;09/07/2018
2,881.09;10/07/2018;10/07/2018
2,872.62;11/07/2018;11/07/2018
2,880.10;12/07/2018;12/07/2018
2,882.02;13/07/2018;13/07/2018
2,861.70;14/07/2018;16/07/2018
2,868.96;17/07/2018;17/07/2018
2,878.28;18/07/2018;18/07/2018
2,876.93;19/07/2018;19/07/2018
2,883.81;20/07/2018;23/07/2018
2,897.73;24/07/2018;24/07/2018
2,898.36;25/07/2018;25/07/2018
2,882.84;26/07/2018;26/07/2018
2,886.21;27/07/2018;27/07/2018
2,880.79;28/07/2018;30/07/2018
2,875.72;31/07/2018;31/07/2018
2,886.80;01/08/2018;01/08/2018
2,892.62;02/08/2018;02/08/2018
2,904.90;03/08/2018;03/08/2018
2,898.99;04/08/2018;06/08/2018
1,644.11;19/05/1999;19/05/1999
1,643.05;20/05/1999;20/05/1999
1,644.60;21/05/1999;21/05/1999
1,665.36;22/05/1999;24/05/1999
1,671.20;25/05/1999;25/05/1999
1,669.27;26/05/1999;26/05/1999
1,682.12;27/05/1999;27/05/1999
1,685.33;28/05/1999;28/05/1999
1,671.67;29/05/1999;31/05/1999
1,663.55;01/06/1999;01/06/1999
1,657.70;02/06/1999;02/06/1999
1,667.88;03/06/1999;03/06/1999
1,654.75;04/06/1999;04/06/1999
1,653.96;05/06/1999;08/06/1999
1,672.01;09/06/1999;09/06/1999
1,679.12;10/06/1999;10/06/1999
1,686.08;11/06/1999;11/06/1999
1,682.09;12/06/1999;15/06/1999
1,694.56;16/06/1999;16/06/1999
1,698.55;17/06/1999;17/06/1999
1,693.75;18/06/1999;18/06/1999
1,692.36;19/06/1999;21/06/1999
1,694.26;22/06/1999;22/06/1999
1,710.03;23/06/1999;23/06/1999
1,723.26;24/06/1999;24/06/1999
1,734.83;25/06/1999;25/06/1999
1,737.91;26/06/1999;28/06/1999
1,751.00;29/06/1999;29/06/1999
1,732.10;30/06/1999;30/06/1999
1,736.03;01/07/1999;01/07/1999
1,751.26;02/07/1999;02/07/1999
1,755.31;03/07/1999;06/07/1999
1,772.69;07/07/1999;07/07/1999
1,795.36;08/07/1999;08/07/1999
1,831.10;09/07/1999;09/07/1999
1,840.38;10/07/1999;12/07/1999
1,887.17;13/07/1999;13/07/1999
1,926.55;14/07/1999;14/07/1999
1,881.42;15/07/1999;15/07/1999
1,823.29;16/07/1999;16/07/1999
1,821.95;17/07/1999;19/07/1999
1,819.04;20/07/1999;21/07/1999
1,809.56;22/07/1999;22/07/1999
1,807.90;23/07/1999;23/07/1999
1,831.19;24/07/1999;26/07/1999
1,829.63;27/07/1999;27/07/1999
1,829.06;28/07/1999;28/07/1999
1,817.09;29/07/1999;29/07/1999
1,806.52;30/07/1999;30/07/1999
1,809.50;31/07/1999;02/08/1999
1,813.60;03/08/1999;03/08/1999
1,800.79;04/08/1999;04/08/1999
1,822.84;05/08/1999;05/08/1999
1,834.97;06/08/1999;06/08/1999
1,849.12;07/08/1999;09/08/1999
1,852.80;10/08/1999;10/08/1999
1,855.03;11/08/1999;11/08/1999
1,865.30;12/08/1999;12/08/1999
1,893.25;13/08/1999;13/08/1999
1,879.15;14/08/1999;17/08/1999
1,880.39;18/08/1999;18/08/1999
1,898.03;19/08/1999;19/08/1999
1,892.50;20/08/1999;20/08/1999
1,907.94;21/08/1999;23/08/1999
1,912.27;24/08/1999;24/08/1999
1,921.87;25/08/1999;25/08/1999
1,921.16;26/08/1999;26/08/1999
1,914.22;27/08/1999;27/08/1999
1,936.12;28/08/1999;30/08/1999
1,954.72;31/08/1999;31/08/1999
1,941.25;01/09/1999;01/09/1999
1,934.46;02/09/1999;02/09/1999
1,943.23;03/09/1999;03/09/1999
1,779.81;18/02/2012;21/02/2012
1,777.59;22/02/2012;22/02/2012
1,781.57;23/02/2012;23/02/2012
1,776.11;24/02/2012;24/02/2012
1,772.42;25/02/2012;27/02/2012
1,991.21;29/01/2010;29/01/2010
1,982.29;30/01/2010;01/02/2010
1,972.60;02/02/2010;02/02/2010
1,959.93;03/02/2010;03/02/2010
1,966.02;04/02/2010;04/02/2010
1,984.16;05/02/2010;05/02/2010
1,997.13;06/02/2010;08/02/2010
2,003.76;09/02/2010;09/02/2010
1,981.40;10/02/2010;10/02/2010
1,965.03;11/02/2010;11/02/2010
1,943.60;12/02/2010;12/02/2010
1,936.90;13/02/2010;16/02/2010
1,925.79;17/02/2010;17/02/2010
1,928.79;18/02/2010;18/02/2010
1,930.94;19/02/2010;19/02/2010
1,928.86;20/02/2010;22/02/2010
1,914.87;23/02/2010;23/02/2010
1,924.75;24/02/2010;24/02/2010
1,932.15;25/02/2010;25/02/2010
1,941.98;26/02/2010;26/02/2010
1,932.32;27/02/2010;01/03/2010
1,913.86;02/03/2010;02/03/2010
1,895.86;03/03/2010;03/03/2010
1,916.41;04/03/2010;04/03/2010
1,928.33;05/03/2010;05/03/2010
1,902.31;06/03/2010;08/03/2010
1,894.44;09/03/2010;09/03/2010
1,894.30;10/03/2010;10/03/2010
1,888.05;11/03/2010;11/03/2010
1,894.79;12/03/2010;12/03/2010
1,892.99;13/03/2010;15/03/2010
1,899.75;16/03/2010;16/03/2010
1,896.15;17/03/2010;17/03/2010
1,893.42;18/03/2010;18/03/2010
1,900.55;19/03/2010;19/03/2010
1,907.06;20/03/2010;23/03/2010
1,907.06;24/03/2010;24/03/2010
1,923.41;25/03/2010;25/03/2010
1,922.91;26/03/2010;26/03/2010
1,933.40;27/03/2010;29/03/2010
1,934.21;30/03/2010;30/03/2010
1,928.59;31/03/2010;31/03/2010
1,921.88;01/04/2010;05/04/2010
1,911.78;06/04/2010;06/04/2010
1,911.07;07/04/2010;07/04/2010
1,920.53;08/04/2010;08/04/2010
1,931.91;09/04/2010;09/04/2010
1,921.32;10/04/2010;12/04/2010
1,926.16;13/04/2010;13/04/2010
1,936.22;14/04/2010;14/04/2010
1,938.24;15/04/2010;15/04/2010
1,943.83;16/04/2010;16/04/2010
1,942.21;17/04/2010;19/04/2010
1,951.04;20/04/2010;20/04/2010
1,947.69;21/04/2010;21/04/2010
1,948.47;22/04/2010;22/04/2010
2,815.45;11/12/2003;11/12/2003
2,808.31;12/12/2003;12/12/2003
2,812.81;13/12/2003;15/12/2003
2,807.25;16/12/2003;16/12/2003
2,793.06;17/12/2003;17/12/2003
2,795.21;18/12/2003;18/12/2003
2,801.67;19/12/2003;19/12/2003
2,806.89;20/12/2003;22/12/2003
2,809.09;23/12/2003;23/12/2003
2,806.33;24/12/2003;24/12/2003
2,796.89;25/12/2003;26/12/2003
2,795.21;27/12/2003;29/12/2003
2,780.82;30/12/2003;30/12/2003
2,778.21;31/12/2003;31/12/2003
2,778.21;01/01/2004;02/01/2004
2,777.96;03/01/2004;05/01/2004
2,778.92;06/01/2004;06/01/2004
2,765.76;07/01/2004;07/01/2004
2,758.83;08/01/2004;08/01/2004
2,750.89;09/01/2004;09/01/2004
2,754.33;10/01/2004;13/01/2004
2,762.31;14/01/2004;14/01/2004
2,747.06;15/01/2004;15/01/2004
2,723.83;16/01/2004;16/01/2004
2,728.70;17/01/2004;20/01/2004
2,730.75;21/01/2004;21/01/2004
2,740.76;22/01/2004;22/01/2004
2,742.88;23/01/2004;23/01/2004
2,747.72;24/01/2004;26/01/2004
2,766.89;27/01/2004;27/01/2004
2,736.28;28/01/2004;28/01/2004
2,721.56;29/01/2004;29/01/2004
2,740.55;30/01/2004;30/01/2004
2,742.47;31/01/2004;02/02/2004
2,738.15;03/02/2004;03/02/2004
2,747.28;04/02/2004;04/02/2004
2,750.67;05/02/2004;05/02/2004
2,748.90;06/02/2004;06/02/2004
2,757.14;07/02/2004;09/02/2004
2,741.17;10/02/2004;10/02/2004
2,735.50;11/02/2004;11/02/2004
2,736.94;12/02/2004;12/02/2004
2,736.42;13/02/2004;13/02/2004
2,724.36;14/02/2004;17/02/2004
2,715.20;18/02/2004;18/02/2004
2,697.66;19/02/2004;19/02/2004
2,693.84;20/02/2004;20/02/2004
2,700.19;21/02/2004;23/02/2004
2,665.83;24/02/2004;24/02/2004
2,651.94;25/02/2004;25/02/2004
2,664.30;26/02/2004;26/02/2004
2,008.11;02/11/2007;02/11/2007
2,898.86;07/08/2018;08/08/2018
2,908.90;09/08/2018;09/08/2018
2,919.44;10/08/2018;10/08/2018
2,940.95;11/08/2018;13/08/2018
2,983.93;14/08/2018;14/08/2018
3,002.66;15/08/2018;15/08/2018
3,046.76;16/08/2018;16/08/2018
3,019.55;17/08/2018;17/08/2018
3,024.02;18/08/2018;21/08/2018
2,990.78;22/08/2018;22/08/2018
2,965.45;23/08/2018;23/08/2018
2,980.64;24/08/2018;24/08/2018
2,958.45;25/08/2018;27/08/2018
2,934.31;28/08/2018;28/08/2018
2,966.00;29/08/2018;29/08/2018
2,999.57;30/08/2018;30/08/2018
3,027.39;31/08/2018;31/08/2018
3,053.14;01/09/2018;04/09/2018
3,088.47;05/09/2018;05/09/2018
3,100.37;06/09/2018;06/09/2018
3,089.47;07/09/2018;07/09/2018
3,070.15;08/09/2018;10/09/2018
3,069.49;11/09/2018;11/09/2018
3,087.73;12/09/2018;12/09/2018
3,055.01;13/09/2018;13/09/2018
3,019.38;14/09/2018;14/09/2018
3,026.05;15/09/2018;17/09/2018
3,013.38;18/09/2018;18/09/2018
3,007.03;19/09/2018;19/09/2018
3,018.63;20/09/2018;20/09/2018
3,014.18;21/09/2018;21/09/2018
3,006.96;22/09/2018;24/09/2018
2,991.90;25/09/2018;25/09/2018
3,001.88;26/09/2018;26/09/2018
3,000.14;27/09/2018;27/09/2018
2,989.58;28/09/2018;28/09/2018
2,972.18;29/09/2018;01/10/2018
2,993.74;02/10/2018;02/10/2018
3,005.50;03/10/2018;03/10/2018
3,012.65;04/10/2018;04/10/2018
3,028.16;05/10/2018;05/10/2018
3,031.31;06/10/2018;09/10/2018
3,057.55;10/10/2018;10/10/2018
3,090.30;11/10/2018;11/10/2018
3,087.34;12/10/2018;12/10/2018
3,088.78;13/10/2018;16/10/2018
3,055.93;17/10/2018;17/10/2018
3,056.37;18/10/2018;18/10/2018
3,088.47;19/10/2018;19/10/2018
3,079.88;20/10/2018;22/10/2018
3,087.58;23/10/2018;23/10/2018
3,110.20;24/10/2018;24/10/2018
3,149.70;25/10/2018;25/10/2018
3,167.18;26/10/2018;26/10/2018
3,185.26;27/10/2018;29/10/2018
3,188.69;30/10/2018;30/10/2018
3,202.44;31/10/2018;31/10/2018
3,219.85;01/11/2018;01/11/2018
3,193.80;02/11/2018;02/11/2018
3,177.57;03/11/2018;06/11/2018
3,154.55;07/11/2018;07/11/2018
3,140.25;08/11/2018;08/11/2018
3,145.39;09/11/2018;09/11/2018
3,176.89;10/11/2018;13/11/2018
720.48;10/11/1992;10/11/1992
722.37;11/11/1992;11/11/1992
723.72;12/11/1992;12/11/1992
722.72;13/11/1992;13/11/1992
724.07;14/11/1992;17/11/1992
730.11;18/11/1992;18/11/1992
724.97;19/11/1992;19/11/1992
724.90;20/11/1992;20/11/1992
721.98;21/11/1992;23/11/1992
726.97;24/11/1992;24/11/1992
720.63;25/11/1992;25/11/1992
721.47;26/11/1992;26/11/1992
722.61;27/11/1992;27/11/1992
725.45;28/11/1992;30/11/1992
729.42;01/12/1992;01/12/1992
719.21;05/11/1992;05/11/1992
720.96;06/11/1992;06/11/1992
725.75;02/12/1992;02/12/1992
729.74;03/12/1992;03/12/1992
738.19;04/12/1992;04/12/1992
736.29;05/12/1992;07/12/1992
732.11;08/12/1992;09/12/1992
732.40;10/12/1992;10/12/1992
727.21;11/12/1992;11/12/1992
729.80;12/12/1992;14/12/1992
732.69;15/12/1992;15/12/1992
1,298.19;21/11/1997;21/11/1997
1,296.30;22/11/1997;24/11/1997
1,296.37;25/11/1997;25/11/1997
1,299.19;26/11/1997;26/11/1997
1,303.15;27/11/1997;27/11/1997
1,303.10;28/11/1997;28/11/1997
1,305.66;29/11/1997;01/12/1997
1,307.54;02/12/1997;02/12/1997
1,307.01;03/12/1997;03/12/1997
1,299.43;04/12/1997;04/12/1997
1,298.64;05/12/1997;05/12/1997
1,300.55;06/12/1997;09/12/1997
1,298.78;10/12/1997;10/12/1997
1,301.15;11/12/1997;11/12/1997
1,304.85;12/12/1997;12/12/1997
1,307.42;13/12/1997;15/12/1997
1,296.62;20/11/1997;20/11/1997
1,304.02;16/12/1997;16/12/1997
1,296.30;17/12/1997;17/12/1997
1,286.74;18/12/1997;18/12/1997
1,286.12;19/12/1997;19/12/1997
1,287.51;20/12/1997;22/12/1997
1,288.32;23/12/1997;23/12/1997
1,281.60;24/12/1997;26/12/1997
1,286.92;27/12/1997;29/12/1997
1,291.92;30/12/1997;30/12/1997
1,293.58;31/12/1997;02/01/1998
1,070.25;25/06/1996;25/06/1996
1,069.81;26/06/1996;26/06/1996
1,072.37;27/06/1996;27/06/1996
1,069.73;28/06/1996;28/06/1996
1,069.11;29/06/1996;02/07/1996
1,070.55;03/07/1996;03/07/1996
1,068.12;04/07/1996;04/07/1996
1,068.30;05/07/1996;05/07/1996
1,067.35;06/07/1996;08/07/1996
1,068.17;09/07/1996;09/07/1996
1,067.97;10/07/1996;10/07/1996
1,065.65;11/07/1996;11/07/1996
1,061.79;12/07/1996;12/07/1996
1,061.99;13/07/1996;15/07/1996
1,065.58;16/07/1996;16/07/1996
1,064.82;17/07/1996;17/07/1996
1,062.86;18/07/1996;18/07/1996
1,068.20;22/06/1996;24/06/1996
1,058.92;19/07/1996;19/07/1996
1,061.02;20/07/1996;22/07/1996
1,063.53;23/07/1996;23/07/1996
1,064.56;24/07/1996;24/07/1996
1,061.46;25/07/1996;25/07/1996
1,061.03;26/07/1996;26/07/1996
1,061.48;27/07/1996;29/07/1996
1,059.18;30/07/1996;30/07/1996
1,056.74;31/07/1996;31/07/1996
1,057.47;01/08/1996;01/08/1996
821.14;26/03/1994;28/03/1994
820.63;29/03/1994;29/03/1994
820.78;30/03/1994;30/03/1994
819.51;31/03/1994;04/04/1994
820.21;05/04/1994;05/04/1994
820.93;06/04/1994;06/04/1994
822.57;07/04/1994;07/04/1994
825.28;08/04/1994;08/04/1994
828.92;09/04/1994;11/04/1994
829.32;12/04/1994;12/04/1994
828.81;13/04/1994;13/04/1994
827.96;14/04/1994;14/04/1994
827.44;15/04/1994;15/04/1994
827.93;16/04/1994;18/04/1994
829.47;19/04/1994;19/04/1994
831.24;20/04/1994;20/04/1994
834.30;21/04/1994;21/04/1994
838.25;22/04/1994;22/04/1994
836.96;23/04/1994;25/04/1994
835.40;26/04/1994;26/04/1994
837.31;27/04/1994;27/04/1994
838.28;28/04/1994;28/04/1994
837.27;29/04/1994;29/04/1994
836.86;30/04/1994;02/05/1994
838.04;03/05/1994;03/05/1994
736.20;16/12/1992;16/12/1992
734.98;17/12/1992;17/12/1992
732.54;18/12/1992;18/12/1992
735.31;19/12/1992;21/12/1992
736.82;22/12/1992;22/12/1992
735.00;23/12/1992;23/12/1992
735.19;24/12/1992;24/12/1992
735.19;25/12/1992;28/12/1992
737.44;29/12/1992;29/12/1992
737.98;30/12/1992;30/12/1992
737.98;31/12/1992;31/12/1992
737.98;01/01/1993;04/01/1993
737.55;05/01/1993;05/01/1993
738.65;06/01/1993;06/01/1993
740.08;07/01/1993;07/01/1993
742.61;08/01/1993;08/01/1993
2,014.12;03/11/2007;06/11/2007
2,012.89;07/11/2007;07/11/2007
2,023.99;08/11/2007;08/11/2007
2,033.94;09/11/2007;09/11/2007
2,045.59;10/11/2007;13/11/2007
2,051.88;14/11/2007;14/11/2007
2,032.04;15/11/2007;15/11/2007
2,044.70;16/11/2007;16/11/2007
2,040.35;17/11/2007;19/11/2007
2,054.30;20/11/2007;20/11/2007
2,056.28;21/11/2007;21/11/2007
2,074.60;22/11/2007;23/11/2007
2,088.24;24/11/2007;26/11/2007
2,089.11;27/11/2007;27/11/2007
2,094.74;28/11/2007;28/11/2007
2,066.81;29/11/2007;29/11/2007
2,060.42;30/11/2007;30/11/2007
2,043.11;01/12/2007;03/12/2007
2,052.18;04/12/2007;04/12/2007
2,057.40;05/12/2007;05/12/2007
2,036.60;06/12/2007;06/12/2007
2,023.18;07/12/2007;07/12/2007
2,016.77;08/12/2007;10/12/2007
2,009.83;11/12/2007;11/12/2007
2,005.82;12/12/2007;12/12/2007
2,003.90;13/12/2007;13/12/2007
2,017.36;14/12/2007;14/12/2007
2,009.85;15/12/2007;17/12/2007
2,006.48;18/12/2007;18/12/2007
2,007.98;19/12/2007;19/12/2007
2,005.92;20/12/2007;20/12/2007
2,000.58;21/12/2007;21/12/2007
1,993.08;22/12/2007;24/12/2007
2,234.81;03/01/2009;05/01/2009
2,227.24;06/01/2009;06/01/2009
2,197.72;07/01/2009;07/01/2009
2,214.13;08/01/2009;08/01/2009
2,220.82;09/01/2009;09/01/2009
1,987.81;27/12/2007;27/12/2007
2,001.72;28/12/2007;28/12/2007
2,014.76;29/12/2007;02/01/2008
2,012.82;03/01/2008;03/01/2008
2,013.27;04/01/2008;04/01/2008
2,013.98;05/01/2008;08/01/2008
2,000.91;09/01/2008;09/01/2008
2,004.70;10/01/2008;10/01/2008
2,003.74;11/01/2008;11/01/2008
1,985.35;12/01/2008;14/01/2008
1,949.43;15/01/2008;15/01/2008
1,948.91;16/01/2008;16/01/2008
1,960.49;17/01/2008;17/01/2008
1,947.60;18/01/2008;18/01/2008
1,968.13;19/01/2008;22/01/2008
2,007.41;23/01/2008;23/01/2008
2,005.08;24/01/2008;24/01/2008
1,970.65;25/01/2008;25/01/2008
1,961.30;26/01/2008;28/01/2008
1,969.65;29/01/2008;29/01/2008
1,946.54;30/01/2008;30/01/2008
1,939.60;31/01/2008;31/01/2008
1,939.77;01/02/2008;01/02/2008
1,921.94;02/02/2008;04/02/2008
1,917.26;05/02/2008;05/02/2008
1,928.30;06/02/2008;06/02/2008
1,929.70;07/02/2008;07/02/2008
1,935.49;08/02/2008;08/02/2008
1,923.08;09/02/2008;11/02/2008
1,912.80;12/02/2008;12/02/2008
1,901.38;13/02/2008;13/02/2008
1,898.40;14/02/2008;14/02/2008
1,894.87;15/02/2008;15/02/2008
1,905.37;16/02/2008;19/02/2008
1,890.74;20/02/2008;20/02/2008
1,910.81;21/02/2008;21/02/2008
1,895.85;22/02/2008;22/02/2008
1,892.00;23/02/2008;25/02/2008
1,887.97;26/02/2008;26/02/2008
1,879.19;27/02/2008;27/02/2008
1,854.87;28/02/2008;28/02/2008
1,843.59;29/02/2008;29/02/2008
1,845.17;01/03/2008;03/03/2008
1,849.46;04/03/2008;04/03/2008
1,841.61;05/03/2008;05/03/2008
1,856.69;06/03/2008;06/03/2008
1,880.12;07/03/2008;07/03/2008
1,902.17;08/03/2008;10/03/2008
1,864.78;11/03/2008;11/03/2008
1,865.98;12/03/2008;12/03/2008
1,853.41;13/03/2008;13/03/2008
1,856.01;14/03/2008;14/03/2008
1,843.95;15/03/2008;17/03/2008
1,857.55;18/03/2008;18/03/2008
1,823.11;19/03/2008;19/03/2008
1,815.65;20/03/2008;25/03/2008
1,835.01;26/03/2008;26/03/2008
1,821.31;27/03/2008;27/03/2008
1,810.68;28/03/2008;28/03/2008
1,821.60;29/03/2008;31/03/2008
1,834.96;01/04/2008;01/04/2008
1,827.94;02/04/2008;02/04/2008
1,826.34;03/04/2008;03/04/2008
1,824.39;04/04/2008;04/04/2008
1,816.28;05/04/2008;07/04/2008
1,811.23;08/04/2008;08/04/2008
1,812.85;09/04/2008;09/04/2008
1,799.07;10/04/2008;10/04/2008
1,791.63;11/04/2008;11/04/2008
1,792.49;12/04/2008;14/04/2008
1,792.69;15/04/2008;15/04/2008
1,797.89;16/04/2008;16/04/2008
1,798.89;17/04/2008;17/04/2008
1,792.87;18/04/2008;18/04/2008
1,785.17;19/04/2008;21/04/2008
1,780.79;22/04/2008;22/04/2008
1,775.08;23/04/2008;23/04/2008
1,765.30;24/04/2008;24/04/2008
1,765.75;25/04/2008;25/04/2008
1,775.22;26/04/2008;28/04/2008
1,767.73;29/04/2008;29/04/2008
1,780.21;30/04/2008;30/04/2008
1,767.27;01/05/2008;02/05/2008
1,756.25;03/05/2008;06/05/2008
1,769.32;07/05/2008;07/05/2008
1,787.62;08/05/2008;08/05/2008
1,793.13;09/05/2008;09/05/2008
1,781.79;10/05/2008;12/05/2008
1,781.29;13/05/2008;13/05/2008
1,780.01;14/05/2008;14/05/2008
2,359.26;21/11/2008;21/11/2008
2,355.71;22/11/2008;24/11/2008
2,314.72;25/11/2008;25/11/2008
2,307.37;26/11/2008;26/11/2008
2,324.10;27/11/2008;28/11/2008
2,318.00;29/11/2008;01/12/2008
2,320.12;02/12/2008;02/12/2008
2,315.35;03/12/2008;03/12/2008
2,317.48;04/12/2008;04/12/2008
2,323.28;05/12/2008;05/12/2008
2,333.54;06/12/2008;09/12/2008
2,301.99;17/09/2005;19/09/2005
2,295.57;20/09/2005;20/09/2005
2,300.58;21/09/2005;21/09/2005
2,291.05;22/09/2005;22/09/2005
2,292.59;23/09/2005;23/09/2005
2,290.03;24/09/2005;26/09/2005
2,289.18;27/09/2005;27/09/2005
2,290.74;28/09/2005;28/09/2005
2,293.29;29/09/2005;29/09/2005
2,289.61;30/09/2005;30/09/2005
2,288.22;01/10/2005;03/10/2005
2,289.13;04/10/2005;04/10/2005
2,289.79;05/10/2005;05/10/2005
2,294.12;06/10/2005;06/10/2005
2,302.79;07/10/2005;07/10/2005
2,303.01;08/10/2005;11/10/2005
2,299.94;12/10/2005;12/10/2005
2,299.47;13/10/2005;13/10/2005
2,298.99;14/10/2005;14/10/2005
2,294.75;15/10/2005;18/10/2005
2,288.69;19/10/2005;19/10/2005
2,283.96;20/10/2005;20/10/2005
2,289.15;21/10/2005;21/10/2005
2,288.69;22/10/2005;24/10/2005
2,285.37;25/10/2005;25/10/2005
2,284.05;26/10/2005;26/10/2005
2,288.52;27/10/2005;27/10/2005
2,289.87;28/10/2005;28/10/2005
2,289.57;29/10/2005;31/10/2005
2,287.51;01/11/2005;01/11/2005
2,285.83;02/11/2005;02/11/2005
2,285.24;03/11/2005;03/11/2005
2,283.78;04/11/2005;04/11/2005
2,282.76;05/11/2005;08/11/2005
2,282.67;09/11/2005;09/11/2005
2,280.94;10/11/2005;10/11/2005
2,280.19;11/11/2005;15/11/2005
2,278.23;17/11/2005;17/11/2005
1,873.87;15/07/2010;15/07/2010
1,871.96;16/07/2010;16/07/2010
1,878.77;17/07/2010;19/07/2010
1,872.92;20/07/2010;21/07/2010
1,867.07;22/07/2010;22/07/2010
1,814.06;06/09/2012;06/09/2012
1,804.09;07/09/2012;07/09/2012
1,797.35;08/09/2012;10/09/2012
1,802.23;11/09/2012;11/09/2012
3,105.20;10/04/2019;10/04/2019
3,264.98;19/06/2019;19/06/2019
4,042.80;28/03/2020;30/03/2020
746.63;09/01/1993;12/01/1993
749.63;13/01/1993;13/01/1993
748.98;14/01/1993;14/01/1993
746.71;15/01/1993;15/01/1993
746.39;16/01/1993;18/01/1993
747.20;19/01/1993;19/01/1993
748.07;20/01/1993;20/01/1993
750.06;21/01/1993;21/01/1993
750.00;22/01/1993;22/01/1993
748.56;23/01/1993;25/01/1993
747.25;26/01/1993;26/01/1993
747.13;27/01/1993;27/01/1993
746.21;28/01/1993;28/01/1993
745.14;29/01/1993;29/01/1993
746.05;30/01/1993;01/02/1993
745.27;02/02/1993;02/02/1993
745.64;03/02/1993;03/02/1993
1,051.61;06/08/1996;06/08/1996
1,049.37;07/08/1996;08/08/1996
1,044.90;09/08/1996;09/08/1996
1,040.68;10/08/1996;12/08/1996
1,035.79;13/08/1996;13/08/1996
1,029.46;14/08/1996;14/08/1996
2,111.94;24/05/2000;24/05/2000
2,142.14;25/05/2000;25/05/2000
2,113.28;26/05/2000;26/05/2000
2,096.52;27/05/2000;29/05/2000
2,077.28;30/05/2000;30/05/2000
2,084.92;31/05/2000;31/05/2000
2,096.96;01/06/2000;01/06/2000
2,095.10;02/06/2000;02/06/2000
2,118.57;03/06/2000;06/06/2000
2,121.73;07/06/2000;07/06/2000
2,127.03;08/06/2000;08/06/2000
2,125.30;09/06/2000;09/06/2000
2,115.86;10/06/2000;12/06/2000
